1,0.412400,1.334047,5682,-9301,100,27,9,7,1.911343,0.313717,1.990694,2.923577,0.833611,2.645780,0.887225,2.981241
2,0.384000,1.592369,5040,-11814,105,39,-2,4,0.322533,2.698419,1.312085,-0.279899,1.679475,0.004979,0.743871,1.548660
